@relation Hotelpersonal

@attribute id numeric
@attribute target string
@attribute unigrams string
@attribute aspecttype {positive, negative}

@data
0,'target_told','be more economical than other property I search in the area but there be room for improvement . location be close to the event we be attend . there be a parking structure attack to the hotel so you do not need to park outside . you can travel with pet and our request for a mini fridge in the room for medication storage be honour at no charge . the bathroom be date , some tile be crack in the shower and much of the grout be black . the carpet be stain but be not dirty ( my sock do not turn get dirty walking on carpet ) . parking garage have low ceiling ( 0 foot max clearance ) so large vehicle will not fit and cost be $ 0 / day . there be a $ 0 charge for clean the room if you travel with pet that we be not tell about until after check - in . the bar / restaurant be close when we go to have a drink #crd# evening and there be no post hour of operation.u ',negative
0,'target_housekeeper','good . the housekeeper be very sweet and she do a great job . there be some little thing like break light , mildew and drippy faucet . the hotel need a bit of tlc . otherwise a nice experience . the housekeeping staff be very friendly and they do a great job ',positive
0,'target_job','good . the housekeeper be very sweet and she do a great job . there be some little thing like break light , mildew and drippy faucet . the hotel need a bit of tlc . otherwise a nice experience . the housekeeping staff be very friendly and they do a great job ',positive
0,'target_staff','good . the housekeeper be very sweet and she do a great job . there be some little thing like break light , mildew and drippy faucet . the hotel need a bit of tlc . otherwise a nice experience . the housekeeping staff be very friendly and they do a great job ',positive
0,'target_job','good . the housekeeper be very sweet and she do a great job . there be some little thing like break light , mildew and drippy faucet . the hotel need a bit of tlc . otherwise a nice experience . the housekeeping staff be very friendly and they do a great job ',positive
0,'target_staff','meh . it s in a good location and it s clean . it s very date . the tv do not work . the staff at reception be not warm . I only stay here if I absolutely have to . we be strand with the storm so we book it last minute . ',negative
0,'target_staff','rude staff . the staff give an unpleasant vibe that start right off the bat . the #crd# female receptionist have an attitude with me because she do not explain the room deposit correctly to me and when all I do in return be ask her to clarify something s she have already say , it only seem to upset her more . ',negative
0,'target_vibe','rude staff . the staff give an unpleasant vibe that start right off the bat . the #crd# female receptionist have an attitude with me because she do not explain the room deposit correctly to me and when all I do in return be ask her to clarify something s she have already say , it only seem to upset her more . ',negative
0,'target_receptionist','rude staff . the staff give an unpleasant vibe that start right off the bat . the #crd# female receptionist have an attitude with me because she do not explain the room deposit correctly to me and when all I do in return be ask her to clarify something s she have already say , it only seem to upset her more . ',negative
0,'target_service','the stay be ok but its a bit like a b&b with an old style hotel ambience without a bar and diner . breakfast be good , location excellent , view from room be good . room clean service be good . safe place and quiet . no usb pports and no power point for electronic device ; most furniture be old and my bed squeak . the last evening we could not get into our room as we be apparently check out already . no room service , no bar except during lunch time not quite 0 star standard ',positive
0,'target_service','the stay be ok but its a bit like a b&b with an old style hotel ambience without a bar and diner . breakfast be good , location excellent , view from room be good . room clean service be good . safe place and quiet . no usb pports and no power point for electronic device ; most furniture be old and my bed squeak . the last evening we could not get into our room as we be apparently check out already . no room service , no bar except during lunch time not quite 0 star standard ',negative
0,'target_service','excellent customer service . the staff be very accommodating and helpful . our bathroom shower have mold on the wall . we explain this problem to the front desk , and they be very apologetic and move us to an upgrade room . excellent customer service . ',positive
0,'target_staff','excellent customer service . the staff be very accommodating and helpful . our bathroom shower have mold on the wall . we explain this problem to the front desk , and they be very apologetic and move us to an upgrade room . excellent customer service . ',positive
0,'target_staff','excellent customer service . the staff be very accommodating and helpful . our bathroom shower have mold on the wall . we explain this problem to the front desk , and they be very apologetic and move us to an upgrade room . excellent customer service . ',positive
0,'target_desk','excellent customer service . the staff be very accommodating and helpful . our bathroom shower have mold on the wall . we explain this problem to the front desk , and they be very apologetic and move us to an upgrade room . excellent customer service . ',positive
0,'target_service','excellent customer service . the staff be very accommodating and helpful . our bathroom shower have mold on the wall . we explain this problem to the front desk , and they be very apologetic and move us to an upgrade room . excellent customer service . ',positive
0,'target_Maintenance','good . location be excellent , central , convenient to public transportation , restaurant , metro , and place dupuis food court , various service . maintenance be spotty . bathtub drain clog , hairdryer didn?ft work , ice maker on several floor be out of order , furniture in room scuff . ',negative
0,'target_service','good cost effectiveness . good location . good location . breakfest could be good . there be no room service and the restaurant be close for dinner , what s be essential . pool be only open in the evening ! ',negative
0,'target_staff','the room serve its purpose . no more and no less . room 0 - it be a very clean room . front staff be friendly . front entrance be beautiful . ked that there be parking underground with easy access to the hotel . room 0 - the bathroom be in need of major renovation ( I be not comfortable with the mold on the bath tub wall ) . ',positive
0,'target_staff','would go back and would recommend to friend . the room be roomy . the location be excellent . it be clean and the staff be awesome . the air duct need clean . when they come on I smell mould . the pool hour be limited and odd . ',positive
0,'target_staff','home away from home . ideal location of hotel at the heart of downtown montreal . friendly and helpful staff . trustworthy housekeeping . wide selection of place close to the hotel ( metro station , taxi , shopping mall , restaurant , pharmacy , etc ) . too many homeless people near hotel . ',positive
