@relation Hotelpersonal-positive

@attribute id numeric
@attribute text string
@attribute aspecttype {true, false}

@data
8,'Good . ',false
9,'The view - although the windows need cleaning or to be changed out , as they were not clear . ',false
10,'Location is excellent . ',false
11,'Water pressure is also excellent . ',false
12,'Bathroom space is very small for potentially 4 people . ',false
13,'Security should be a priority , as the hotel below ground level is connected to a small inside mall , which is a huge bonus , but - it also seems to be a converging space for the homeless , who have mental health issues and addiction issues . ',false
14,'Makes them very in-predictable and I would not have wanted to run into one of them with small kids in tow . ',false
15,'Saw a few having episodes the next morning . ',false
130,'Fine . ',false
131,'Gym had no equipment Needs to be upgraded ',false
163,'Enjoyed our stay . ',false
164,'Comfortable and Foot rest . ',false
165,'Next to elevators ',false
217,'Was more economical than other properties I searched in the area but there is room for improvement . ',false
218,'Location was close to the event we were attending . ',false
219,'There is a parking structure attacked to the hotel so you did not need to park outside . ',false
220,'You can travel with pets and our request for a mini fridge in the room for medication storage was honoured at no charge . ',false
221,'The bathroom was dated , some tiles were cracked in the shower and much of the grout was black . ',false
222,'The carpet was stained but was not dirty ( my socks did not turn get dirty walking on carpet ) . ',false
223,'Parking garage has low ceilings ( 6 foot max clearance ) so larger vehicles will not fit and cost is $ 19 / day . ',false
224,'There was a $ 40 charge for cleaning the room if you travel with pets that we were not told about until after check - in . ',false
225,'The bar / restaurant was closed when we went to have a drink one evening and there are no posted hours of operation.u ',false
359,'Acceptably . ',false
360,'Good Location , parking , grocery store in the building . ',false
361,'Old hotel and relevant smell , no sockets in the room at all . ',false
362,'Had to charge cellular in bathroom . ',false
363,'Air condition was terrible . ',false
364,'Had to ask staff to switch it off in the evening , but at night it started blow cool air very noisy . ',false
365,'It was very cold and uncomfortable . ',false
472,'Stay was okay . ',false
473,'I will consider staying there again . ',false
474,'The location was great , right downtown Montreal . ',false
475,'View was amazing and the bed was comfortable enough . ',false
476,'The hotel was outdated . ',false
477,'Carpet was pretty old and the vent was VERY dusty . ',false
478,'You can actually see the caked on dust . ',false
479,'It does need updating aesthetically . ',false
598,'Good . ',false
599,'The housekeeper was very sweet and she did a great job . ',true
600,'There were some little things like broken lights , mildew and drippy faucet . ',false
601,'The hotel needs a bit of TLC . ',false
602,'Otherwise a nice experience . ',false
603,'The housekeeping staff were very friendly and they did a great job ',true
690,'Good . ',false
691,'Beds are not real . ',false
727,'Meh . ',false
728,'It s in a good location and it s clean . ',false
729,'It s very dated . ',false
730,'The TV did nt work . ',false
731,'The staff at reception are nt warm . ',false
732,'I only stay here if I absolutely have to . ',false
733,'We were stranded with the storm so we booked it last minute . ',false
835,'Rude staff . ',false
836,'The staff gave an unpleasant vibe that started right off the bat . ',false
837,'The one female receptionist had an attitude with me because she did nt explain the room deposit correctly to me and when all I did in return was ask her to clarify something s she had already said , it only seemed to upset her more . ',false
885,'Good location , adequate for our stay , Would stay there again if the price was right . ',false
886,'Quiet , comfortable , clean , GREAT LOCATION . ',false
887,'Bar fridge in room was very useful . ',false
888,'Rooms and furniture need updating . ',false
889,'Pool area also needs a makeover . ',false
965,'Good location , adequate for our stay , Would stay there again if the price was right . ',false
966,'Quiet , comfortable , clean , GREAT LOCATION . ',false
967,'Bar fridge in room was very useful . ',false
968,'Rooms and furniture need updating . ',false
969,'Pool area also needs a makeover . ',false
1043,'Thangs for the service ! ',false
1044,'The moon light !!!! ',false
1045,'Maybe update a little bit more coloRs and furniture !!! ',false
1092,'Good . ',false
1093,'The location . ',false
1094,'Bathrooms are showing their age . ',false
1095,'Time to renovate ! ',false
1160,'I wish I would have waited for lower rates the site was offering $ 75 per night . ',false
1161,'We stayed for two ni . ',false
1162,'Nice big room upgraded on arrival . ',false
1163,'The smell in lobby when you first walk in it smells stale like a nursing home . ',false
1164,'Too much antiseptic smell trying to cover up the stale smell . ',false
1165,'Beautiful older building I can appreciate . ',false
1166,'Also they had to turn off the water from midnight to 6 am . ',false
1167,'No big affect as far as comfort ',false
1283,'Good . ',false
1284,'location is good?Cprice is fair . ',false
1285,'its a old hotel , and in my room the curtain fell off ',false
1335,'The stay was OK but its a bit like a B&B with an old style hotel ambience without a bar and diner . ',false
1336,'Breakfast was good , location excellent , view from room was good . ',false
1337,'Room cleaning service was good . ',false
1338,'Safe place and quiet . ',false
1339,'No USB pports and no power points for electronic devices ; most furniture was old and my bed squeaked . ',false
1340,'The last evening we could not get into our room as we were apparently checked out already . ',false
1341,'No room service , no bar except during lunch time Not quite 4 star standard ',false
1445,'Excellent customer service . ',true
1446,'The staff were very accommodating and helpful . ',true
1447,'Our bathroom shower had mold on the walls . ',false
1448,'We explained this problem to the front desk , and they were very apologetic and moved us to an upgraded room . ',true
1449,'Excellent customer service . ',true
1524,'Good . ',false
1525,'Location is excellent , central , convenient to public transportation , restaurants , metro , and Place Dupuis food court , various services . ',false
1526,'Maintenance is spotty . ',false
1527,'Bathtub drain clogged , hairdryer didn?ft work , ice makers on several floors were out of order , furniture in room scuffed . ',false
1587,'Good . ',false
1588,'We really liked the location of the hotel . ',false
1589,'The swimming pool was cold . ',false
1636,'Pleasant . ',false
1637,'Great Location . ',false
1638,'The room have mold . ',false
1639,'They move me to another room becsuse of the noise from the contiguos room . ',false
1699,'Good . ',false
1700,'Close to shopping . ',false
1701,'No heat in bathroom ',false
1746,'Good . ',false
1747,'Service de concierge nest pas sufficient ',false
1781,'Okay . ',false
