@relation OTHER

@attribute id numeric
@attribute lexi1_avg numeric
@attribute lexi1_high numeric
@attribute lexi1_low numeric
@attribute lexi2_avg numeric
@attribute lexi2_high numeric
@attribute lexi2_low numeric
@attribute lexi3_avg numeric
@attribute lexi3_high numeric
@attribute lexi3_low numeric
@attribute target string
@attribute unigrams string
@attribute POS string
@attribute unigrams_count numeric
@attribute ends_on_special numeric
@attribute different_aspects numeric
@attribute includes_capslock numeric
@attribute negation_type_1 numeric
@attribute negation_type_2 numeric
@attribute negation_type_3 numeric
@attribute negation_type_4 numeric
@attribute negation_type_5 numeric
@attribute negation_type_6 numeric
@attribute aspecttype {positive, negative}

@data
7,0.014754098360655738,0.6,-0.2,0.01639344262295082,1.0,0.0,0.008196721311475409,1.0,0.0,'target_homeless','Good. The view - although the windows need cleaning or to be changed out, as they were not clear. Location is excellent. Water pressure is also excellent. Bathroom space is very small for potentially 4 people. Security should be a priority, as the hotel below ground level is connected to a small inside mall, which is a huge bonus, but - it also seems to be a converging space for the homeless, who have mental health issues and addiction issues. Makes them very in-predictable and I would not have wanted to run into one of them with small kids in tow. Saw a few having episodes the next morning.','JJ . DT NN : IN DT NNS VBP VBG CC TO VB VBN RP , IN PRP VBD RB JJ . NNP VBZ JJ . NN NN VBZ RB JJ . NN NN VBZ RB JJ IN RB CD NNS . NN MD VB DT NN , IN DT NN IN NN NN VBZ VBN IN DT JJ JJ NN , WDT VBZ DT JJ NN , CC , PRP RB VBZ TO VB DT JJ NN IN DT JJ , WP VBP JJ NN NNS CC NN NNS . VBZ PRP RB JJ CC PRP MD RB VB VBN TO VB IN CD IN PRP IN JJ NNS IN NN . VBD DT JJ VBG NNS DT JJ NN . ',122,0,9,1,1,0,0,0,0,1,negative
8,0.014754098360655738,0.6,-0.2,0.01639344262295082,1.0,0.0,0.008196721311475409,1.0,0.0,'target_homeless','Good. The view - although the windows need cleaning or to be changed out, as they were not clear. Location is excellent. Water pressure is also excellent. Bathroom space is very small for potentially 4 people. Security should be a priority, as the hotel below ground level is connected to a small inside mall, which is a huge bonus, but - it also seems to be a converging space for the homeless, who have mental health issues and addiction issues. Makes them very in-predictable and I would not have wanted to run into one of them with small kids in tow. Saw a few having episodes the next morning.','JJ . DT NN : IN DT NNS VBP VBG CC TO VB VBN RP , IN PRP VBD RB JJ . NNP VBZ JJ . NN NN VBZ RB JJ . NN NN VBZ RB JJ IN RB CD NNS . NN MD VB DT NN , IN DT NN IN NN NN VBZ VBN IN DT JJ JJ NN , WDT VBZ DT JJ NN , CC , PRP RB VBZ TO VB DT JJ NN IN DT JJ , WP VBP JJ NN NNS CC NN NNS . VBZ PRP RB JJ CC PRP MD RB VB VBN TO VB IN CD IN PRP IN JJ NNS IN NN . VBD DT JJ VBG NNS DT JJ NN . ',122,0,9,1,1,0,0,0,0,1,negative
10,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.5,0.0,'target_stay','Enjoyed our stay. Comfortable and Foot rest. Next to elevators','VBN PRP$ NN . JJ CC JJ NN . RB IN NNS ',12,0,1,1,0,0,0,0,0,0,positive
18,0.012903225806451615,0.4,-0.4,-0.005376344086021506,1.0,0.0,-8.960573476702513E-4,1.0,0.0,'target_vehicles','Was more economical than other properties I searched in the area but there is room for improvement. Location was close to the event we were attending. There is a parking structure attacked to the hotel so you did not need to park outside. You can travel with pets and our request for a mini fridge in the room for medication storage was honoured at no charge. The bathroom was dated, some tiles were cracked in the shower and much of the grout was black. The carpet was stained but was not dirty(my socks did not turn get dirty walking on carpet). Parking garage has low ceilings(6 foot max clearance) so larger vehicles will not fit and cost is $19/day. There was a $40 charge for cleaning the room if you travel with pets that we were not told about until after check-in. The bar/restaurant was closed when we went to have a drink one evening and there are no posted hours of operation.u','VBD RBR JJ IN JJ NNS PRP VBD IN DT NN CC EX VBZ NN IN NN . NNP VBD JJ IN DT NN PRP VBD VBG . EX VBZ DT NN NN VBD IN DT NN IN PRP VBD RB VB TO VB RB . PRP MD VB IN NNS CC PRP$ NN IN DT JJ NN IN DT NN IN NN NN VBD VBN IN DT NN . DT NN VBD VBN , DT NNS VBD VBN IN DT NN CC JJ IN DT NN VBD JJ . DT NN VBD VBN CC VBD RB JJ -LRB- PRP$ NNS VBD RB VB VB JJ NN IN NN -RRB- . NN NN VBZ JJ NNS -LRB- CD NN NN NN -RRB- RB JJR NNS MD RB VB CC VB VBZ $ CD CD NN . EX VBD DT $ CD NN IN VBG DT NN IN PRP VBP IN NNS IN PRP VBD RB VBN IN IN IN NN HYPH NN . DT NN SYM NN VBD VBN WRB PRP VBD TO VB DT NN CD NN CC EX VBP DT VBN NNS IN NN ',186,0,11,1,1,0,0,0,0,1,negative
39,0.06037735849056603,0.6,-0.2,0.07547169811320754,1.0,0.0,0.03773584905660377,1.0,0.0,'target_TLC','Good. The housekeeper was very sweet and she did a great job. There were some little things like broken lights, mildew and drippy faucet. The hotel needs a bit of TLC. Otherwise a nice experience. The housekeeping staff were very friendly and they did a great job','JJ . DT NN VBD RB JJ CC PRP VBD DT JJ NN . EX VBD DT JJ NNS IN VBN NNS , JJ CC JJ NN . DT NN VBZ DT NN IN NNP . RB DT JJ NN . DT NN NN VBD RB JJ CC PRP VBD DT JJ NN ',53,0,8,1,0,0,0,0,0,0,negative
40,0.06037735849056603,0.6,-0.2,0.07547169811320754,1.0,0.0,0.03773584905660377,1.0,0.0,'target_experience','Good. The housekeeper was very sweet and she did a great job. There were some little things like broken lights, mildew and drippy faucet. The hotel needs a bit of TLC. Otherwise a nice experience. The housekeeping staff were very friendly and they did a great job','JJ . DT NN VBD RB JJ CC PRP VBD DT JJ NN . EX VBD DT JJ NNS IN VBN NNS , JJ CC JJ NN . DT NN VBZ DT NN IN NNP . RB DT JJ NN . DT NN NN VBD RB JJ CC PRP VBD DT JJ NN ',53,0,8,1,0,0,0,0,0,0,positive
49,0.029166666666666664,0.4,0.0,0.10416666666666667,1.0,0.0,0.020833333333333332,1.0,0.0,'target_stay','Good location, adequate for our stay, Would stay there again if the price was right. Quiet, comfortable, clean, GREAT LOCATION. Bar fridge in room was very useful. Rooms and furniture need updating. Pool area also needs a makeover.','JJ NN , JJ IN PRP$ NN , MD VB RB RB IN DT NN VBD JJ . JJ , JJ , JJ , NNP NNP . NNP NN IN NN VBD RB JJ . NNS CC NN VBP VBG . JJ NN RB VBZ DT NN . ',48,0,7,1,0,0,0,0,0,0,positive
56,0.029166666666666664,0.4,0.0,0.10416666666666667,1.0,0.0,0.020833333333333332,1.0,0.0,'target_stay','Good location, adequate for our stay, Would stay there again if the price was right. Quiet, comfortable, clean, GREAT LOCATION. Bar fridge in room was very useful. Rooms and furniture need updating. Pool area also needs a makeover.','JJ NN , JJ IN PRP$ NN , MD VB RB RB IN DT NN VBD JJ . JJ , JJ , JJ , NNP NNP . NNP NN IN NN VBD RB JJ . NNS CC NN VBP VBG . JJ NN RB VBZ DT NN . ',48,0,7,1,0,0,0,0,0,0,positive
75,0.03200000000000001,0.6,-0.2,0.06,1.0,0.0,0.065,1.0,0.0,'target_Breakfast','The stay was OK but its a bit like a B&B with an old style hotel ambience without a bar and diner. Breakfast was good, location excellent, view from room was good. Room cleaning service was good. Safe place and quiet. No USB pports and no power points for electronic devices; most furniture was old and my bed squeaked. The last evening we could not get into our room as we were apparently checked out already. No room service, no bar except during lunch time Not quite 4 star standard','DT NN VBD JJ CC PRP$ DT NN IN DT NNP IN DT JJ NN NN NN IN DT NN CC NN . NNP VBD JJ , NN JJ , NN IN NN VBD JJ . NNP VBG NN VBD JJ . JJ NN CC JJ . DT NN NNS CC DT NN NNS IN JJ NNS : JJS NN VBD JJ CC PRP$ NN VBD . DT JJ NN PRP MD RB VB IN PRP$ NN IN PRP VBD RB VBN RP RB . DT NN NN , DT NN IN IN NN NN RB RB CD NN NN ',100,0,13,1,1,0,0,0,0,1,positive
123,0.03428571428571429,0.0,-0.6,-0.05714285714285714,0.0,0.0,-0.05714285714285714,0.0,0.0,'target_buffet','Good. Great buffet. Too bad there was no fridge in our room since we booked the smaller room. Great location. Parking was scary but at least it wasn?ft on the street','JJ . JJ NN . RB JJ EX VBD DT NN IN PRP$ NN IN PRP VBD DT JJR NN . JJ NN . NN VBD JJ CC IN JJS PRP VBD IN DT NN ',35,0,3,1,0,0,0,0,0,1,positive
142,0.014285714285714287,0.0,-0.2,0.0,0.0,0.0,0.03571428571428571,0.5,0.0,'target_stay','Probably would not stay there again. There was no working ice machine.','RB MD RB VB RB RB . EX VBD DT VBG NN NN . ',14,0,2,1,1,0,0,0,0,0,negative
144,0.05600000000000001,0.8,-0.4,0.04,1.0,0.0,0.05666666666666667,1.0,0.0,'target_recommend','Would go back and would recommend to friends. The rooms were roomy. The location was excellent. It was clean and The staff were awesome. The air ducts need cleaning. When they came on I smelled mould. The pool hours were limited and odd.','MD VB RB CC MD VB IN NNS . DT NNS VBD NN . DT NN VBD JJ . PRP VBD JJ CC DT NN VBD JJ . DT NN NNS VBP VBG . WRB PRP VBD IN PRP VBD NN . DT NN NNS VBD JJ CC JJ . ',50,0,7,1,0,0,0,0,0,0,positive
164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'target_design','Pleasant. Good location. The design is quite old and need change lift to car park','NNP . JJ NN . DT NN VBZ RB JJ CC VBP NN NN TO VB NN ',17,0,3,1,0,0,0,0,0,0,negative
178,0.06341463414634146,0.6,-0.6,0.07317073170731707,1.0,0.0,0.04878048780487805,1.0,0.0,'target_recommend','Very nice hotel,would recommend. Staff(Sammy,at checkin) very helpful in providing a room with a nice view! Very bad signage for directions from parking garage to hotel through food court,ect.','RB JJ NN , MD VB . NNP -LRB- NNP , IN NN -RRB- RB JJ IN VBG DT NN IN DT JJ NN . RB JJ NN IN NNS IN NN NN IN NN IN NN NN , NN . ',41,0,5,1,0,0,0,0,0,0,positive
188,0.01904761904761905,0.4,0.0,-0.047619047619047616,1.0,0.0,0.023809523809523808,1.0,0.0,'target_Breakfast','Breakfast needs improvement. Proximity to everything in Montreal. Location. Breakfast a bit expensive . was cold. spresso','NNP VBZ NN . NN IN NN IN NNP . NN . VB DT NN JJ . VBD JJ . NN ',21,0,3,1,0,0,0,0,0,0,negative
