@relation WLAN

@attribute id numeric
@attribute pos_examples numeric
@attribute neg_examples numeric
@attribute score numeric

@data
6,0,0,10.0
14,0,0,10.0
22,0,0,10.0
30,0,0,10.0
38,0,0,10.0
46,0,0,10.0
54,0,0,10.0
62,0,0,10.0
70,0,0,10.0
78,0,0,10.0
86,0,0,10.0
94,0,0,10.0
102,0,0,10.0
110,0,0,10.0
118,0,0,10.0
126,0,0,10.0
134,0,0,10.0
142,0,0,10.0
150,0,0,10.0
158,0,0,10.0
166,0,0,10.0
174,0,0,10.0
182,0,0,10.0
190,0,0,10.0
198,0,0,10.0
206,0,0,10.0
214,0,0,10.0
222,0,0,10.0
230,0,0,10.0
238,0,0,10.0
246,0,0,10.0
254,0,0,10.0
262,0,0,10.0
270,0,0,10.0
278,0,0,10.0
286,0,0,10.0
294,0,0,10.0
302,0,0,10.0
310,0,0,10.0
318,0,0,10.0
326,0,0,10.0
334,0,0,10.0
342,0,0,10.0
350,0,0,10.0
358,0,0,10.0
366,0,0,10.0
374,0,0,10.0
382,0,0,10.0
390,0,0,10.0
398,0,0,10.0
406,0,0,10.0
414,0,0,10.0
422,0,0,10.0
430,0,0,10.0
438,0,0,10.0
446,0,0,10.0
454,0,0,10.0
462,0,0,10.0
470,0,0,10.0
478,0,0,10.0
486,0,0,10.0
494,0,0,10.0
502,0,0,10.0
510,0,0,10.0
518,0,0,10.0
526,0,0,10.0
534,0,0,10.0
542,0,0,10.0
550,0,0,10.0
558,0,0,10.0
566,0,0,10.0
574,0,0,10.0
582,0,0,10.0
590,0,0,10.0
598,0,0,10.0
606,0,0,10.0
614,0,0,10.0
622,0,0,10.0
630,0,0,10.0
638,0,0,10.0
646,0,0,10.0
654,0,0,10.0
662,0,0,10.0
670,0,0,10.0
678,0,0,10.0
686,0,0,10.0
694,0,0,10.0
702,0,0,10.0
710,0,0,10.0
718,0,0,10.0
726,0,0,10.0
734,0,0,10.0
742,0,0,10.0
750,0,0,10.0
758,0,0,10.0
766,0,0,10.0
774,0,0,10.0
782,0,0,10.0
790,0,0,10.0
798,0,0,10.0
806,0,0,10.0
814,0,0,10.0
822,0,0,10.0
830,0,0,10.0
838,0,0,10.0
846,0,0,10.0
854,0,0,10.0
862,0,0,10.0
870,0,0,10.0
878,0,0,10.0
886,0,0,10.0
894,0,0,10.0
902,0,0,10.0
910,0,0,10.0
918,0,0,10.0
926,0,0,10.0
934,0,0,10.0
942,0,0,10.0
950,0,0,10.0
958,0,0,10.0
966,0,0,10.0
974,0,0,10.0
982,0,0,10.0
990,0,0,10.0
998,0,0,10.0
1006,0,0,10.0
1014,0,0,10.0
1022,0,0,10.0
1030,0,0,10.0
1038,0,0,10.0
1046,0,0,10.0
1054,0,0,10.0
1062,0,0,10.0
1070,0,0,10.0
1078,0,0,10.0
1086,0,0,10.0
1094,0,0,10.0
1102,0,0,10.0
1110,0,0,10.0
1118,0,0,10.0
1126,0,0,10.0
1134,0,0,10.0
1142,0,0,10.0
1150,0,0,10.0
1158,0,0,10.0
1166,0,0,10.0
1174,0,0,10.0
1182,0,0,10.0
1190,0,0,10.0
1198,0,0,10.0
1206,0,0,10.0
1214,0,0,10.0
1222,0,0,10.0
1230,0,0,10.0
1238,0,0,10.0
1246,0,0,10.0
1254,0,0,10.0
1262,0,0,10.0
1270,0,0,10.0
1278,0,0,10.0
1286,0,0,10.0
1294,0,0,10.0
1302,0,0,10.0
1310,0,0,10.0
1318,0,0,10.0
1326,0,0,10.0
1334,0,0,10.0
1342,0,0,10.0
1350,0,0,10.0
1358,0,0,10.0
1366,0,0,10.0
1374,0,0,10.0
1382,0,0,10.0
1390,0,0,10.0
1398,0,0,10.0
1406,0,0,10.0
1414,0,0,10.0
1422,0,0,10.0
1430,0,0,10.0
1438,0,0,10.0
1446,0,0,10.0
1454,0,0,10.0
1462,0,0,10.0
1470,0,0,10.0
1478,0,0,10.0
1486,0,0,10.0
1494,0,0,10.0
1502,0,0,10.0
1510,0,0,10.0
1518,0,0,10.0
1526,0,0,10.0
1534,0,0,10.0
1542,0,0,10.0
1550,0,0,10.0
1558,0,0,10.0
1566,0,0,10.0
1574,0,0,10.0
1582,0,0,10.0
1590,0,0,10.0
1598,0,0,10.0
1606,0,0,10.0
1614,1,0,10.0
1622,0,0,10.0
1630,0,0,10.0
1638,0,0,10.0
1646,0,0,10.0
1654,0,0,10.0
1662,0,2,10.0
1670,0,0,10.0
1678,0,0,10.0
1686,0,0,10.0
1694,0,0,10.0
1702,0,0,10.0
1710,0,2,10.0
1718,0,1,10.0
1726,0,0,10.0
1734,0,0,10.0
1742,0,0,10.0
1750,0,0,10.0
1758,1,0,10.0
1766,0,0,10.0
1774,0,0,10.0
1782,0,0,10.0
1790,0,0,10.0
1798,0,0,10.0
1806,0,0,10.0
1814,0,0,10.0
1822,0,0,10.0
1830,0,0,10.0
1838,0,0,10.0
1846,0,0,10.0
1854,0,0,10.0
1862,0,0,10.0
1870,0,0,10.0
1878,0,0,10.0
1886,0,0,10.0
1894,0,0,10.0
1902,1,0,10.0
1910,0,0,10.0
1918,0,0,10.0
1926,0,0,10.0
1934,0,0,10.0
1942,0,0,10.0
1950,0,0,10.0
